Algorithm, method_start, restart, dimension, step, a, s1, s2, fes, fx
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00480, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.00994, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.01842, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.03143, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.05034, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.07673, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00196, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00196, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00480, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00480, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00994, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.00994, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.01842, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.01842, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.03143, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.03143, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.05034, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.05034, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.07673, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.07673, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.11235, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.11235, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.15911, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.15911, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.21916, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.21916, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.29478, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.29478, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.38846, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.38846, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.50288, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.50288, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.64089, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.64089, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.80552, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 0.80552, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 1.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.11235, 1.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00000, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00000, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00001, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00001, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00012, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00012, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00062, 3, 0.001624
ANM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00062, 9, 0.000250
NM, rOptimSimplex, None, 20, default, 1.00300, 0.15911, 0.00196, 3, 0.001624
